Date;Open;High;Low;Close;Volume;Dividends;Stock Splits
2013-12-18;13.794791945594064;14.233521422788828;13.593407630920412;13.59340763092041;5457200;0.0;0
2013-12-19;13.593410819555022;14.017755508422852;13.528680180790861;14.017755508422852;1605400;0.0;0
2013-12-20;14.132830166997529;14.21913813207166;13.953023163926774;14.154407501220703;737100;0.0;0
2013-12-23;14.233526357194108;14.37737117026974;14.024949526278945;14.197564125061035;698100;0.0;0
2013-12-24;14.197562240984848;14.255100432943317;14.024947665109437;14.046525001525879;213700;0.0;0
2013-12-26;14.060910097392087;14.312640229870533;13.917065287275019;14.226333618164062;416500;0.0;0
2013-12-27;14.334215149466472;14.808905549193325;14.04652420596817;14.485252380371094;758200;0.0;0
2013-12-30;14.456486204946588;14.485254617830806;14.255101827481695;14.37017822265625;246800;0.0;0
2013-12-31;14.355790516266401;14.902403972107168;14.355790516266401;14.780135154724121;313900;0.0;0
2014-01-02;14.830483565438506;15.060636330806306;14.355791772094056;14.514022827148438;425800;0.0;0
2014-01-03;14.456486869666518;14.585948163145328;14.226334068734813;14.398948669433594;298700;0.0;0
2014-01-06;14.420521604874073;14.456483829844547;14.247907040471642;14.391753196716309;509700;0.0;0
2014-01-07;14.413331616102825;14.506830664423342;14.334216087034045;14.420522689819336;856800;0.0;0
2014-01-08;14.456482030133609;14.456482030133609;14.305443447697884;14.355789184570312;497900;0.0;0
2014-01-09;14.355788452956999;14.420519074727952;14.24790454061153;14.406135559082031;290200;0.0;0
2014-01-10;14.420520196924063;14.492443268024175;14.377366902991387;14.413329124450684;660100;0.0;0
2014-01-13;14.312640025068973;14.391755561183546;14.204756076070183;14.37017822265625;392600;0.0;0
2014-01-14;14.28387242954011;14.629101634818568;14.20475688889837;14.470871925354004;215800;0.0;0
2014-01-15;14.514026495103213;14.600333118018025;14.247911435507966;14.377372741699219;311800;0.0;0
2014-01-16;14.327027077024127;14.736986968106688;14.312642182504272;14.600333213806152;279300;0.0;0
2014-01-17;14.514022337196446;14.73698264964266;14.413330848701763;14.557175636291504;131400;0.0;0
2014-01-21;14.672252688544503;15.103789814758487;14.614714496503886;14.995905876159668;620300;0.0;0
2014-01-22;15.060638709812485;15.456213666296803;15.046253816750061;15.290791511535645;326800;0.0;0
2014-01-23;15.297986030578613;15.297986030578613;14.744179919017942;15.297986030578613;154300;0.0;0
2014-01-24;15.29798048727774;15.542518126582891;14.959942436099011;15.369903564453125;409000;0.0;0
2014-01-27;15.290782961924018;15.441820139172583;15.118168457146457;15.355513572692871;497200;0.0;0
2014-01-28;15.801435949910834;15.801435949910834;15.17570846569049;15.758282661437988;332600;0.0;0
2014-01-29;15.76548082308652;15.76548082308652;15.355521004352992;15.564096450805664;77200;0.0;0
2014-01-30;15.73671124440078;15.82301922559522;15.41305940151399;15.48498249053955;122700;0.0;0
2014-01-31;15.283595597478945;15.693555354014464;15.218864965202958;15.369903564453125;230800;0.0;0
2014-02-03;15.463401716088292;15.463401716088292;15.11098016717706;15.139748573303223;232200;0.0;0
2014-02-04;15.139751472363299;15.226059450905646;14.8304845311486;15.118175506591797;311500;0.0;0
2014-02-05;14.988715497805726;15.197290958286075;14.600331619104608;15.132561683654785;362000;0.0;0
2014-02-06;15.096599409527387;15.218868255615234;14.895215024259494;15.218868255615234;211600;0.0;0
2014-02-07;15.25482688571722;15.341134858732948;15.03905901090594;15.333942413330078;129900;0.0;0
2014-02-10;15.283595597478945;15.369903564453127;15.154134332926972;15.369903564453125;118300;0.0;0
2014-02-11;15.434633941899383;15.664788079880356;15.319557558818245;15.65759563446045;156200;0.0;0
2014-02-12;15.61444098341143;15.887748422468965;15.434633963122572;15.851787567138672;147900;0.0;0
2014-02-13;15.636017836092055;16.14667047126408;15.621632945677373;15.894940376281738;183400;0.0;0
2014-02-14;15.952480311973142;15.952480311973142;15.33394367463519;15.823019027709961;172600;0.0;0
2014-02-18;15.894945783086845;15.894945783086845;15.679176468926732;15.81583023071289;183800;0.0;0
2014-02-19;15.765480207488471;16.00282542863594;15.650403819769622;15.772672653198242;210900;0.0;0
2014-02-20;15.679172560490484;15.86617203742051;15.556903724490802;15.787057876586914;179800;0.0;0
2014-02-21;15.82302198067602;16.28332763567722;15.671984702060897;16.045982360839844;303800;0.0;0
2014-02-24;16.110704253728116;16.182627316163618;15.751090313368925;16.103511810302734;245400;0.0;0
2014-02-25;16.168250873084915;16.49190413716149;16.04598201463588;16.16105842590332;252800;0.0;0
2014-02-26;16.362437882009655;16.455936923449517;15.58567165501117;16.1970157623291;567500;0.0;0
2014-02-27;16.197017802949027;16.499093672162775;15.92371034556484;16.355247497558594;374300;0.0;0
2014-02-28;16.35524700910597;16.499093179414157;16.074748486005625;16.463130950927734;306200;0.0;0
2014-03-03;16.520670141537465;16.973784645075867;16.376825334368494;16.50628662109375;432900;0.0;0
2014-03-04;16.59978437495806;17.592318542292244;16.59978437495806;17.247089385986328;1157200;0.0;0
2014-03-05;17.290243457922447;17.83685558381609;17.290243457922447;17.736164093017578;355400;0.0;0
2014-03-06;17.82247378813712;18.189280303848353;17.685820057542234;18.138933181762695;351300;0.0;0
2014-03-07;18.289970527156747;18.5632765974422;17.808087652538184;18.31873893737793;487700;0.0;0
2014-03-10;18.196471071484847;18.987622285857835;17.793703704316677;17.84404945373535;398500;0.0;0
2014-03-11;17.937549070416882;19.189005790889865;17.247089385986328;17.247089385986328;1226700;0.0;0
2014-03-12;17.254282847580583;17.678627558293048;16.556632048320186;16.750823974609375;508100;0.0;0
2014-03-13;16.786788699693954;17.66424673539079;16.786788699693954;17.167980194091797;827600;0.0;0
2014-03-14;17.153591943862583;17.836857874902254;17.067283960793112;17.340591430664062;567000;0.0;0
2014-03-17;17.38374633959577;18.289974072221952;17.38374633959577;18.02385902404785;868000;0.0;0
2014-03-18;18.102971703307432;18.160509897615242;17.50601242293184;17.549165725708008;547500;0.0;0
2014-03-19;17.189547171985264;17.189547171985264;16.67889600255401;16.959394454956055;569200;0.0;0
2014-03-20;16.88028401830411;17.00974530350405;16.527862392936946;16.909053802490234;429200;0.0;0
2014-03-21;16.743630687895628;17.038514099608754;16.41278504803533;16.585399627685547;1645900;0.0;0
2014-03-24;16.54224587912314;16.70766800867788;16.038785673204956;16.671707153320312;385500;0.0;0
2014-03-25;16.765208843136477;17.412513944342027;16.758016396567438;17.26866912841797;398400;0.0;0
2014-03-26;17.311819093684463;17.311819093684463;17.045705481102118;17.160781860351562;238200;0.0;0
2014-03-27;17.09605037881368;17.31181823626518;16.729243923691268;16.84432029724121;284300;0.0;0
2014-03-28;16.844321259410513;17.254281035076936;16.81555147847037;17.189550399780273;283600;0.0;0
2014-03-31;17.254284679534432;17.4412841796875;16.815555030259198;17.4412841796875;2337300;0.0;0
2014-04-01;17.405318425129224;17.779315948486328;17.16797323623285;17.779315948486328;374600;0.0;0
2014-04-02;17.786511093090333;18.08139451278899;17.635473846238288;17.836856842041016;321500;0.0;0
2014-04-03;17.880009524070342;17.980701010748575;16.858705651787076;16.887474060058594;374700;0.0;0
2014-04-04;16.97378528419466;17.045708376396703;16.247364659409904;16.55663299560547;322900;0.0;0
2014-04-07;16.54944054920338;16.657324501597;16.21140379921832;16.55663299560547;238500;0.0;0
2014-04-08;16.571017638173277;17.39093731016599;16.405594117060947;17.239898681640625;522000;0.0;0
2014-04-09;17.30462789267383;17.3477825668591;16.95220628440664;17.002552032470703;282000;0.0;0
2014-04-10;16.966589037502903;17.00254988963973;16.455936431884766;16.455936431884766;118000;0.0;0
2014-04-11;16.34805811434919;17.052901483956177;15.758291157256853;16.973787307739258;581500;0.0;0
2014-04-14;17.17516631568164;17.268666736308276;16.90905268858462;16.966590881347656;305200;0.0;0
2014-04-15;17.01693593083703;17.218320283160182;15.945286277176827;16.117900848388672;264700;0.0;0
2014-04-16;16.146671755126775;16.276131663696646;15.83740344571365;16.1898250579834;191000;0.0;0
2014-04-17;16.139480719686336;16.290517978792202;15.592867139068135;16.038787841796875;367100;0.0;0
2014-04-21;16.038787470219713;17.002553317426628;16.038787470219713;16.82274627685547;312400;0.0;0
2014-04-22;16.808362837295437;16.887477002691668;16.290517679987744;16.391210556030273;202500;0.0;0
2014-04-23;16.412783502777724;16.873089005174034;16.355245314978184;16.448745727539062;302100;0.0;0
2014-04-24;16.52786267744173;17.160784222243255;16.427171174694646;16.815553665161133;134700;0.0;0
2014-04-25;16.700474859039325;16.71485974930327;15.78705627637707;15.887747764587402;328300;0.0;0
2014-04-28;15.945288165834341;16.32647957979781;15.729520269217332;16.247364044189453;289600;0.0;0
2014-04-29;16.34805424638946;16.41997733014883;15.923709561209762;16.16824722290039;151000;0.0;0
2014-04-30;16.18982549219756;16.671708397780137;15.269212985046414;16.6429386138916;599000;0.0;0
2014-05-01;16.606977140181698;17.304627911789186;16.506285643942345;17.261474609375;632300;0.0;0
2014-05-02;17.24708505482479;17.67862207774713;16.995355010468565;17.07447052001953;346000;0.0;0
2014-05-05;16.952206283793075;17.03132181464445;16.398400311470926;16.463130950927734;191100;0.0;0
2014-05-06;16.376823410800377;16.463130010600704;15.909325441729042;15.966863632202148;238400;0.0;0
2014-05-07;15.995629134820101;16.182628562831024;15.607246762657734;15.83739948272705;204000;0.0;0
2014-05-08;15.772674753307177;15.995635112721951;15.190100291434213;15.326752662658691;197100;0.0;0
2014-05-09;15.276406123388862;15.326751875656813;15.096599081392544;15.204483032226562;202500;0.0;0
2014-05-12;15.233244726221079;15.61443457481871;15.10378350525655;15.542512893676758;189700;0.0;0
2014-05-13;15.506558584576922;15.664789656098998;15.276405795256267;15.578481674194336;136200;0.0;0
2014-05-14;15.477790834538839;15.571289894771672;15.319559756241732;15.413060188293457;135000;0.0;0
2014-05-15;15.31955687704504;15.556902078064544;15.283596023364577;15.434633255004883;195300;0.0;0
2014-05-16;15.398677552019064;15.427447342041532;15.197293137319068;15.297986030578613;262400;0.0;0
2014-05-19;15.283598205963088;15.858980177930636;15.24044490102023;15.794249534606934;156400;0.0;0
2014-05-20;15.815826872987778;15.880557516311482;15.65759717365141;15.794249534606934;160800;0.0;0
2014-05-21;15.823015063821456;16.117898416629018;15.823015063821456;15.880553245544434;151500;0.0;0
2014-05-22;15.85897422111302;16.19701220301438;15.83739826265519;16.103511810302734;113800;0.0;0
2014-05-23;16.15385569459552;16.36962485721983;16.024395843202726;16.23297119140625;93200;0.0;0
2014-05-27;16.62135983837103;16.880280990509743;16.58539761458887;16.68609046936035;174300;0.0;0
2014-05-28;16.671710983505246;16.71486429421218;16.103520009951392;16.54224967956543;192100;0.0;0
2014-05-29;16.542243898000656;16.60697452734701;16.225783195842755;16.283321380615234;307700;0.0;0
2014-05-30;16.326474640210606;16.585395763450467;16.27612753253495;16.30489730834961;241500;0.0;0
2014-06-02;16.060361119844774;16.463128414098406;15.837400824860259;16.26174545288086;259400;0.0;0
2014-06-03;16.21859566970003;16.312096105696718;15.938097105347868;16.225788116455078;879100;0.0;0
2014-06-04;16.247553228023083;16.690206986664798;16.16773144013684;16.363658905029297;183700;0.2;0
2014-06-05;16.42171407824968;16.690209359554736;16.124193065610825;16.653926849365234;134700;0.0;0
2014-06-06;16.770034408814052;17.61905825215293;16.697467996271826;17.41587257385254;415100;0.0;0
2014-06-09;17.32879238798655;17.69887984170132;17.154633830489455;17.546491622924805;113500;0.0;0
2014-06-10;17.561005864328113;17.57551803994979;17.31428088559951;17.553749084472656;103800;0.0;0
2014-06-11;17.553746736439315;17.87303670283499;17.38684359026766;17.50295066833496;103000;0.0;0
2014-06-12;17.50294778868465;17.582769575106468;17.183656490730925;17.452150344848633;119300;0.0;0
2014-06-13;17.48843716834346;17.800471740974306;17.33604757943788;17.575515747070312;194900;0.0;0
2014-06-16;17.590029585562;17.77870168793279;17.524719958430225;17.619056701660156;212100;0.0;0
2014-06-17;17.57551575184381;17.756931072344592;17.31427863150324;17.350561141967773;285900;0.0;0
2014-06-18;17.35056280727243;17.70613670349121;17.18366102857387;17.70613670349121;121800;0.0;0
2014-06-19;17.706133145200173;17.97462840035284;17.626311353740384;17.887548446655273;143000;0.0;0
2014-06-20;17.938344205266667;17.989141651446946;17.669850338758167;17.858522415161133;193000;0.0;0
